gdc_file_id	aliquot_id	case_id	disease_type	experimental_strategy	gender	investigation	platform	primary_site	reference_genome	sample_id	sample_type
c927a1ef-9a84-40b8-a640-d96a6e5bf0b3	CCLE-BL-70-RNA-08	CCLE-BL-70	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Male	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	BL-70	Cell Line
8322e710-cd45-4e2d-89d5-e6118db78af8	CCLE-COLO-320-RNA-08	CCLE-COLO-320	Colon adenocarcinoma	RNA-Seq	Female	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	COLO-320	Cell Line
a77e09db-666e-42f0-90b0-185f04ae2158	CCLE-KMS-27-RNA-08	CCLE-KMS-27	Multiple Myeloma Plasma cell leukemia	RNA-Seq	Male	CCLE-MM	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	KMS-27	Cell Line
9e4092b2-2898-40dd-80f7-cee6f43d32bf	CCLE-PLC-PRF-5-RNA-08	CCLE-PLC-PRF-5	Liver hepatocellular carcinoma	RNA-Seq	Male	CCLE-LIHC	Illumina	liver	HG19_Broad_variant	PLC-PRF-5	Cell Line
19db511b-6b1d-47ab-854e-c8bf7d29928c	CCLE-LMSU-RNA-08	CCLE-LMSU	Stomach adenocarcinoma	RNA-Seq	Not available	CCLE-STAD	Illumina	stomach	HG19_Broad_variant	LMSU	Cell Line
2e6426d6-0b85-4dd0-9dda-ad69dd17d611	CCLE-COR-L88-RNA-08	CCLE-COR-L88	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	COR-L88	Cell Line
242d4ed9-0adf-40a4-afbd-b4472385a566	CCLE-MUTZ-3-RNA-08	CCLE-MUTZ-3	Chronic Lymphocytic Leukemia	RNA-Seq	Male	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	MUTZ-3	Cell Line
d538fcac-edcc-48a0-8ae6-fde2b27ca565	CCLE-DEL-RNA-08	CCLE-DEL	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Male	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	DEL	Cell Line
b6dcb5b9-98a3-479c-8887-7e22ac6be64c	CCLE-Daoy-RNA-08	CCLE-Daoy	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	Daoy	Cell Line
b5defaa9-56f6-4860-82c7-ca700466fc5a	CCLE-RERF-LC-Ad1-RNA-08	CCLE-RERF-LC-Ad1	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	RERF-LC-Ad1	Cell Line
451b14f0-5777-42b1-b34e-e3d5fe1032b6	CCLE-KMRC-3-RNA-08	CCLE-KMRC-3	Kidney renal clear cell carcinoma	RNA-Seq	Not available	CCLE-KIRC	Illumina	kidney	HG19_Broad_variant	KMRC-3	Cell Line
32b81972-cb0d-4e75-8a35-685d0888e29e	CCLE-BCP-1-RNA-08	CCLE-BCP-1	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Male	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	BCP-1	Cell Line
a08e14d5-09a4-4264-bdf1-59ba7c25492f	CCLE-KPL-1-RNA-08	CCLE-KPL-1	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	KPL-1	Cell Line
b5754d4b-87ef-4d46-9e82-6e33cd246d6b	CCLE-NB-4-RNA-08	CCLE-NB-4	Chronic Lymphocytic Leukemia	RNA-Seq	Female	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	NB-4	Cell Line
ee433031-e6ec-409f-859c-71fb379dfdf8	CCLE-JHH-7-RNA-08	CCLE-JHH-7	Liver hepatocellular carcinoma	RNA-Seq	Male	CCLE-LIHC	Illumina	liver	HG19_Broad_variant	JHH-7	Cell Line
a87829ea-aa56-416d-aa17-1fb6686b3fcc	CCLE-FTC-133-RNA-08	CCLE-FTC-133	Thyroid carcinoma	RNA-Seq	Male	CCLE-THCA	Illumina	thyroid	HG19_Broad_variant	FTC-133	Cell Line
b9c4d2eb-6d46-455a-b820-b4345af10512	CCLE-GMS-10-RNA-08	CCLE-GMS-10	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	GMS-10	Cell Line
e4fcb382-b048-49f9-bdce-c14de493f8b3	CCLE-8305C-RNA-08	CCLE-8305C	Thyroid carcinoma	RNA-Seq	Female	CCLE-THCA	Illumina	thyroid	HG19_Broad_variant	8305C	Cell Line
13924031-19ce-4fcb-b023-5b2e3aefdf77	CCLE-SNU-324-RNA-08	CCLE-SNU-324	Pancreatic adenocarcinoma	RNA-Seq	Male	CCLE-PAAD	Illumina	pancreas	HG19_Broad_variant	SNU-324	Cell Line
1765db8d-ac51-4737-b14e-649360129e8f	CCLE-A-204-RNA-08	CCLE-A-204	Sarcoma	RNA-Seq	Female	CCLE-SARC	Illumina	soft_tissue	HG19_Broad_variant	A-204	Cell Line
e773a84f-bbf2-438e-9ad2-3b67072e962e	CCLE-HT-29-RNA-08	CCLE-HT-29	Colon adenocarcinoma	RNA-Seq	Female	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	HT-29	Cell Line
1b373604-3d47-43ee-bb76-8172f37ab7bf	CCLE-Hs821.T-RNA-08	CCLE-Hs821.T	Sarcoma	RNA-Seq	Female	CCLE-SARC	Illumina	bone	HG19_Broad_variant	Hs821.T	Cell Line
7986627f-d70c-48f3-8332-c835fa44a34a	CCLE-FTC-238-RNA-08	CCLE-FTC-238	Thyroid carcinoma	RNA-Seq	Male	CCLE-THCA	Illumina	thyroid	HG19_Broad_variant	FTC-238	Cell Line
6fa824a5-7c7a-40f1-a561-67c5a7621c61	CCLE-OV56-RNA-08	CCLE-OV56	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	OV56	Cell Line
029c795d-8ea0-406f-8ab9-2a719778122d	CCLE-CCF-STTG1-RNA-08	CCLE-CCF-STTG1	Brain Lower Grade Glioma	RNA-Seq	Female	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	CCF-STTG1	Cell Line
fe4261cf-01bb-40e6-8d62-65c2e6ed84b9	CCLE-SCaBER-RNA-08	CCLE-SCaBER	Bladder Urothelial Carcinoma	RNA-Seq	Male	CCLE-BLCA	Illumina	urinary_tract	HG19_Broad_variant	SCaBER	Cell Line
a09d31f0-8b19-4e93-bd18-aaffd7ef3174	CCLE-MOLP-2-RNA-08	CCLE-MOLP-2	Multiple Myeloma Plasma cell leukemia	RNA-Seq	Male	CCLE-MM	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	MOLP-2	Cell Line
47b982b3-c7ce-4ca7-8c86-c71c15979620	CCLE-NCI-H1915-RNA-08	CCLE-NCI-H1915	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1915	Cell Line
5f74fada-e347-4cf2-8152-d76a945b1be6	CCLE-MHH-ES-1-RNA-08	CCLE-MHH-ES-1	Sarcoma	RNA-Seq	Male	CCLE-SARC	Illumina	bone	HG19_Broad_variant	MHH-ES-1	Cell Line
c4dce471-63f5-4947-8f2a-db35721f850f	CCLE-OVK18-RNA-08	CCLE-OVK18	Ovarian serous cystadenocarcinoma	RNA-Seq	Not available	CCLE-OV	Illumina	ovary	HG19_Broad_variant	OVK18	Cell Line
bb4d2e42-dac5-44ff-b146-d6407a9154cd	CCLE-HCC-95-RNA-08	CCLE-HCC-95	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	HCC-95	Cell Line
815bfe4b-025e-47a0-966a-81c42fa6a8b9	CCLE-NCI-H1395-RNA-08	CCLE-NCI-H1395	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1395	Cell Line
97b0d0fd-29d6-4d63-9788-030fab95e50a	CCLE-LUDLU-1-RNA-08	CCLE-LUDLU-1	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	LUDLU-1	Cell Line
f1230537-7999-45a6-8e85-00359d4328c7	CCLE-UACC-257-RNA-08	CCLE-UACC-257	Skin Cutaneous Melanoma	RNA-Seq	Not available	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	UACC-257	Cell Line
d94f83e9-6ded-4ad1-aaab-bd896865efa6	CCLE-KNS-81-RNA-08	CCLE-KNS-81	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	KNS-81	Cell Line
6da8b100-10c0-46b0-98f5-ceae25e5ac76	CCLE-PC-14-RNA-08	CCLE-PC-14	Lung squamous cell carcinoma	RNA-Seq	Not available	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	PC-14	Cell Line
0801cb34-9e75-40f9-a6f4-f1efbe4c1b1b	CCLE-NCI-H1734-RNA-08	CCLE-NCI-H1734	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1734	Cell Line
64167ca8-d98e-46d4-a687-46e63864886f	CCLE-THP-1-RNA-08	CCLE-THP-1	Chronic Lymphocytic Leukemia	RNA-Seq	Male	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	THP-1	Cell Line
546f3f8b-307f-490c-9227-bd56cc2a989d	CCLE-OE21-RNA-08	CCLE-OE21	Esophageal carcinoma	RNA-Seq	Male	CCLE-ESCA	Illumina	oesophagus	HG19_Broad_variant	OE21	Cell Line
ac471204-b653-43ee-8fba-02033ec6b47b	CCLE-SNU-1-RNA-08	CCLE-SNU-1	Stomach adenocarcinoma	RNA-Seq	Male	CCLE-STAD	Illumina	stomach	HG19_Broad_variant	SNU-1	Cell Line
b2cd08c4-43da-4e18-b730-2e39f20d9894	CCLE-SK-N-AS-RNA-08	CCLE-SK-N-AS	Brain Lower Grade Glioma	RNA-Seq	Female	CCLE-LGG	Illumina	autonomic_ganglia	HG19_Broad_variant	SK-N-AS	Cell Line
ffc773a6-7b3d-4149-bf88-f324ff25357b	CCLE-ML-1-RNA-08	CCLE-ML-1	Thyroid carcinoma	RNA-Seq	Female	CCLE-THCA	Illumina	thyroid	HG19_Broad_variant	ML-1	Cell Line
1f290458-df28-4c78-b73d-0202fb53bb0e	CCLE-SCC-4-RNA-08	CCLE-SCC-4	Head and Neck squamous cell carcinoma	RNA-Seq	Male	CCLE-HNSC	Illumina	upper_aerodigestive_tract	HG19_Broad_variant	SCC-4	Cell Line
5c956357-4c65-4a44-801e-cdc6364ec617	CCLE-DV-90-RNA-08	CCLE-DV-90	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	DV-90	Cell Line
f01bc708-c13f-4e7b-90c1-6379cd264639	CCLE-NCI-H2122-RNA-08	CCLE-NCI-H2122	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H2122	Cell Line
8e738bc8-40c7-4629-8fd7-67a7ac697ad8	CCLE-YD-15-RNA-08	CCLE-YD-15	Head and Neck squamous cell carcinoma	RNA-Seq	Male	CCLE-HNSC	Illumina	salivary_gland	HG19_Broad_variant	YD-15	Cell Line
d5dbbf67-cd35-41bb-8e6b-3addcd9b1cd3	CCLE-EJM-RNA-08	CCLE-EJM	Multiple Myeloma Plasma cell leukemia	RNA-Seq	Female	CCLE-MM	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	EJM	Cell Line
6c280b50-4fd1-4f67-923a-37867dbf61a7	CCLE-L-428-RNA-08	CCLE-L-428	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Female	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	L-428	Cell Line
a235d54b-7ea5-4c9c-a6a7-7c437eb9abcf	CCLE-NCI-H1105-RNA-08	CCLE-NCI-H1105	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1105	Cell Line
de08487a-cd1b-425b-82a1-17a3c49def05	CCLE-Hs742.T-RNA-08	CCLE-Hs742.T	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	Hs742.T	Cell Line
21f36f38-d563-41cc-9801-8281b3aa892b	CCLE-FU-OV-1-RNA-08	CCLE-FU-OV-1	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	FU-OV-1	Cell Line
d3a7ad2f-f9b5-47a2-b0ff-089c7b0b1d73	CCLE-YH-13-RNA-08	CCLE-YH-13	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	YH-13	Cell Line
2bb94ba3-d093-4cd3-80e4-e3954847337b	CCLE-BEN-RNA-08	CCLE-BEN	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	BEN	Cell Line
a0a2dc37-e2de-4b44-8876-805468a3595b	CCLE-WM-793-RNA-08	CCLE-WM-793	Skin Cutaneous Melanoma	RNA-Seq	Not available	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	WM-793	Cell Line
8dfe337f-a724-4de0-af9f-6030fafbf50e	CCLE-B-CPAP-RNA-08	CCLE-B-CPAP	Thyroid carcinoma	RNA-Seq	Female	CCLE-THCA	Illumina	thyroid	HG19_Broad_variant	B-CPAP	Cell Line
615c0218-1c12-4f69-8eec-6c3c5fcdf87f	CCLE-QGP-1-RNA-08	CCLE-QGP-1	Pancreatic adenocarcinoma	RNA-Seq	Not available	CCLE-PAAD	Illumina	pancreas	HG19_Broad_variant	QGP-1	Cell Line
9a59f7c1-fcf9-4308-96be-3600fc26deee	CCLE-SW1116-RNA-08	CCLE-SW1116	Colon adenocarcinoma	RNA-Seq	Male	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	SW1116	Cell Line
ebc134e1-3c7c-4d45-8986-b1325067e9e4	CCLE-NCI-H1650-RNA-08	CCLE-NCI-H1650	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1650	Cell Line
4c204175-779e-41ad-a57c-44e1263bea1b	CCLE-SNU-245-RNA-08	CCLE-SNU-245	Liver hepatocellular carcinoma	RNA-Seq	Not available	CCLE-LIHC	Illumina	biliary_tract	HG19_Broad_variant	SNU-245	Cell Line
e1e88f01-186d-4018-9710-151e05e5c908	CCLE-RL95-2-RNA-08	CCLE-RL95-2	Cervical squamous cell carcinoma and endocervical adenocarcinoma	RNA-Seq	Female	CCLE-CESC	Illumina	endometrium	HG19_Broad_variant	RL95-2	Cell Line
3ca471ad-9a08-4109-ad53-edee0d514ac0	CCLE-JHOS-4-RNA-08	CCLE-JHOS-4	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	JHOS-4	Cell Line
6fa77b04-bb16-49c5-8033-79dd76860c97	CCLE-NALM-6-RNA-08	CCLE-NALM-6	Chronic Lymphocytic Leukemia	RNA-Seq	Male	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	NALM-6	Cell Line
2696755f-5a56-4977-9cc4-6bb1c7d0ba0b	CCLE-NB-1-RNA-08	CCLE-NB-1	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	autonomic_ganglia	HG19_Broad_variant	NB-1	Cell Line
5290e6fb-598b-469a-8f00-e83bb9dd14c0	CCLE-UO-31-RNA-08	CCLE-UO-31	Kidney renal clear cell carcinoma	RNA-Seq	Not available	CCLE-KIRC	Illumina	Not available	HG19_Broad_variant	UO-31	Cell Line
96ea9280-a63c-4cef-84ae-a392dfe49e10	CCLE-NCI-H1963-RNA-08	CCLE-NCI-H1963	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1963	Cell Line
d6f97294-6cdd-4343-b40d-8277df996576	CCLE-SU-DHL-1-RNA-08	CCLE-SU-DHL-1	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Male	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	SU-DHL-1	Cell Line
a8d5e772-d4d3-41f8-aa25-b59f2474afd7	CCLE-786-O-RNA-08	CCLE-786-O	Kidney renal clear cell carcinoma	RNA-Seq	Male	CCLE-KIRC	Illumina	kidney	HG19_Broad_variant	786-O	Cell Line
30d8e837-4ae0-45b7-9408-9325205ab0ed	CCLE-HCC-1171-RNA-08	CCLE-HCC-1171	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	HCC-1171	Cell Line
843975b6-4c83-47fc-8bfd-82aedaf18462	CCLE-TYK-nu-RNA-08	CCLE-TYK-nu	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	TYK-nu	Cell Line
92411141-a266-4f05-a26e-9423b7afbad4	CCLE-TOV-21G-RNA-08	CCLE-TOV-21G	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	TOV-21G	Cell Line
ecb8f166-ab86-4964-b6df-02486c057911	CCLE-SK-N-BE2-RNA-08	CCLE-SK-N-BE2	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	autonomic_ganglia	HG19_Broad_variant	SK-N-BE2	Cell Line
c43661fa-4997-43ff-bba1-1d32554c91f4	CCLE-NCI-H1623-RNA-08	CCLE-NCI-H1623	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1623	Cell Line
b3cfeadd-4111-4ad6-8b8e-77221791b30a	CCLE-WM1799-RNA-08	CCLE-WM1799	Skin Cutaneous Melanoma	RNA-Seq	Not available	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	WM1799	Cell Line
3a593971-7cec-4e28-8068-32d0c726c955	CCLE-KMS-11-RNA-08	CCLE-KMS-11	Multiple Myeloma Plasma cell leukemia	RNA-Seq	Female	CCLE-MM	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	KMS-11	Cell Line
c80a8580-8f79-4acc-aeaf-1afb145b1dbc	CCLE-PA-TU-8902-RNA-08	CCLE-PA-TU-8902	Pancreatic adenocarcinoma	RNA-Seq	Female	CCLE-PAAD	Illumina	pancreas	HG19_Broad_variant	PA-TU-8902	Cell Line
ace50400-cc58-43ae-a2fd-4257710f179d	CCLE-NCI-H1838-RNA-08	CCLE-NCI-H1838	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1838	Cell Line
af1a103c-f44d-4dfe-a986-18aad2ca9de4	CCLE-NU-DUL-1-RNA-08	CCLE-NU-DUL-1	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Male	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	NU-DUL-1	Cell Line
7fd4ba12-90eb-495e-9ec3-38c312992b7d	CCLE-A-375-RNA-08	CCLE-A-375	Skin Cutaneous Melanoma	RNA-Seq	Female	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	A-375	Cell Line
d65bb645-9aba-429b-b709-8e1642a6d52f	CCLE-Daudi-RNA-08	CCLE-Daudi	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Male	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	Daudi	Cell Line
abc9bba3-ff65-4783-983d-8627deca6978	CCLE-TC-71-RNA-08	CCLE-TC-71	Sarcoma	RNA-Seq	Male	CCLE-SARC	Illumina	bone	HG19_Broad_variant	TC-71	Cell Line
f77a3011-2118-4760-97bf-a0ca807eafb4	CCLE-SNU-1197-RNA-08	CCLE-SNU-1197	Colon adenocarcinoma	RNA-Seq	Male	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	SNU-1197	Cell Line
c67f05a8-93b1-46bf-9f14-bf451d0c1cbb	CCLE-SNU-878-RNA-08	CCLE-SNU-878	Liver hepatocellular carcinoma	RNA-Seq	Female	CCLE-LIHC	Illumina	liver	HG19_Broad_variant	SNU-878	Cell Line
0c28af8f-82f3-4dd3-8be4-d20c55a5d42f	CCLE-DU145-RNA-08	CCLE-DU145	Prostate adenocarcinoma	RNA-Seq	Male	CCLE-PRAD	Illumina	prostate	HG19_Broad_variant	DU145	Cell Line
a55a8f96-f28f-4a6f-8cee-eb6f1c84998a	CCLE-HEL-RNA-08	CCLE-HEL	Chronic Lymphocytic Leukemia	RNA-Seq	Male	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	HEL	Cell Line
535f87a1-5e09-4ae5-a2b8-1a83b862d85e	CCLE-TCCSUP-RNA-08	CCLE-TCCSUP	Bladder Urothelial Carcinoma	RNA-Seq	Female	CCLE-BLCA	Illumina	urinary_tract	HG19_Broad_variant	TCCSUP	Cell Line
9d370bd7-e516-4cd8-a92f-ad3fd10f24df	CCLE-RH-30-RNA-08	CCLE-RH-30	Sarcoma	RNA-Seq	Male	CCLE-SARC	Illumina	soft_tissue	HG19_Broad_variant	RH-30	Cell Line
43458c1c-ffe2-4645-9d15-b00ba24017c5	CCLE-G-401-RNA-08	CCLE-G-401	Kidney renal clear cell carcinoma	RNA-Seq	Male	CCLE-KIRC	Illumina	soft_tissue	HG19_Broad_variant	G-401	Cell Line
d87a7aca-004b-4db5-a912-471e50125f13	CCLE-CAL-54-RNA-08	CCLE-CAL-54	Kidney renal clear cell carcinoma	RNA-Seq	Male	CCLE-KIRC	Illumina	kidney	HG19_Broad_variant	CAL-54	Cell Line
1059c957-cc01-428f-9100-6e95125d0e4c	CCLE-NCI-H2009-RNA-08	CCLE-NCI-H2009	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H2009	Cell Line
65e0bdde-1987-46d4-8a71-bbda1e38e620	CCLE-MFE-280-RNA-08	CCLE-MFE-280	Cervical squamous cell carcinoma and endocervical adenocarcinoma	RNA-Seq	Female	CCLE-CESC	Illumina	endometrium	HG19_Broad_variant	MFE-280	Cell Line
03bf73e6-b844-449c-82ae-7417f519f4d2	CCLE-KP4-RNA-08	CCLE-KP4	Pancreatic adenocarcinoma	RNA-Seq	Male	CCLE-PAAD	Illumina	pancreas	HG19_Broad_variant	KP4	Cell Line
5c94ce2e-a700-472d-a69f-e7f80d9a1dba	CCLE-G-402-RNA-08	CCLE-G-402	Kidney renal clear cell carcinoma	RNA-Seq	Female	CCLE-KIRC	Illumina	soft_tissue	HG19_Broad_variant	G-402	Cell Line
f8b1b68a-71f1-46f6-9667-857687400e5f	CCLE-NCI-H508-RNA-08	CCLE-NCI-H508	Colon adenocarcinoma	RNA-Seq	Male	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	NCI-H508	Cell Line
19447541-45e0-49ec-8e63-803f63815abe	CCLE-NCI-H209-RNA-08	CCLE-NCI-H209	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H209	Cell Line
2b711a6f-c7ec-428f-8f43-003c27bd02bb	CCLE-JIMT-1-RNA-08	CCLE-JIMT-1	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	JIMT-1	Cell Line
efa31694-c7bd-4264-955d-96e33420e890	CCLE-SNU-520-RNA-08	CCLE-SNU-520	Stomach adenocarcinoma	RNA-Seq	Female	CCLE-STAD	Illumina	stomach	HG19_Broad_variant	SNU-520	Cell Line
f5598b1b-5364-48e5-b9b3-e03bb83de599	CCLE-CAL-148-RNA-08	CCLE-CAL-148	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	CAL-148	Cell Line
1945cc47-e6ac-49e8-bc97-09b35d900ee0	CCLE-Hs343.T-RNA-08	CCLE-Hs343.T	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	Hs343.T	Cell Line
810b4ff7-209e-4b73-885d-7d654fa947da	CCLE-CAMA-1-RNA-08	CCLE-CAMA-1	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	CAMA-1	Cell Line
dde643e7-35cb-4095-8f0b-fe8230dfc8fd	CCLE-CAL-78-RNA-08	CCLE-CAL-78	Sarcoma	RNA-Seq	Male	CCLE-SARC	Illumina	bone	HG19_Broad_variant	CAL-78	Cell Line
5ad5aed5-713f-4bb0-b0a7-cf715a25e3e6	CCLE-NCI-H526-RNA-08	CCLE-NCI-H526	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H526	Cell Line
7d16ad49-e5b3-4f13-8935-c3ee920555be	CCLE-JL-1-RNA-08	CCLE-JL-1	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	pleura	HG19_Broad_variant	JL-1	Cell Line
5fd63cbf-6a81-4643-9259-e44e3e0b6eef	CCLE-KYM-1-RNA-08	CCLE-KYM-1	Sarcoma	RNA-Seq	Not available	CCLE-SARC	Illumina	soft_tissue	HG19_Broad_variant	KYM-1	Cell Line
42339433-9f8c-4d26-a5e5-6534d2fab89d	CCLE-OVMANA-RNA-08	CCLE-OVMANA	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	OVMANA	Cell Line
bf9b4157-d44a-40dd-80df-491bef171dec	CCLE-NCI-H2172-RNA-08	CCLE-NCI-H2172	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H2172	Cell Line
c3428b18-1a40-4c0d-827f-d64d712a7c1c	CCLE-CL-34-RNA-08	CCLE-CL-34	Colon adenocarcinoma	RNA-Seq	Female	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	CL-34	Cell Line
2c1a4f66-567b-46e0-9849-a869ac47ffc2	CCLE-U-87MG-RNA-08	CCLE-U-87MG	Brain Lower Grade Glioma	RNA-Seq	Female	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	U-87MG	Cell Line
65118679-fee5-4d94-9545-c9926b96de12	CCLE-SNU-407-RNA-08	CCLE-SNU-407	Colon adenocarcinoma	RNA-Seq	Male	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	SNU-407	Cell Line
2fb5fffb-d23b-4d01-aa52-46a0c1213d71	CCLE-NCI-H2085-RNA-08	CCLE-NCI-H2085	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H2085	Cell Line
0ae7bd17-1d26-47bf-8fd3-2fc07b2bce28	CCLE-BL-41-RNA-08	CCLE-BL-41	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Male	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	BL-41	Cell Line
